,Company ID,Month,Exchange,Commodity Code,Rebates
2738,207,2024-08-01,ABCD,TDS,-9934.4
2739,207,2024-08-01,ABCD,UFY,-36940.4
2740,207,2024-08-01,ABCD,VLT,-5821.65
2741,207,2024-08-01,EFGH,DCS,-11247.45
2742,207,2024-08-01,EFGH,PYW,-13196.0
2743,207,2024-08-01,EFGH,WXG,-9127.7
2744,207,2024-08-01,EFGH,XSX,-17593.8
2746,207,2024-08-01,IJKL,AFP,-124860.0
2747,207,2024-08-01,IJKL,EFW,-56190.4
2748,207,2024-08-01,MNOP,EQI,-8339.4
2749,207,2024-08-01,MNOP,FLV,-75159.0
2750,207,2024-08-01,MNOP,GQH,-14617.35
2751,207,2024-08-01,MNOP,ILJ,-3068.75
2752,207,2024-08-01,MNOP,JHS,-25020.3
2753,207,2024-08-01,MNOP,MOH,-53184.0
2754,207,2024-08-01,MNOP,SCU,-166974.15
2756,207,2024-08-01,MNOP,WBD,-22487.6
2757,207,2024-08-01,MNOP,YJB,-4859.2
2758,207,2024-08-01,MNOP,YWV,-66852.3
2759,207,2024-08-01,MNOP,YZL,-25447.0
2760,207,2024-09-01,ABCD,GRH,-37102.1
2761,207,2024-09-01,ABCD,KMS,-72990.2
2762,207,2024-09-01,ABCD,KQI,-27134.2
2763,207,2024-09-01,ABCD,MYF,-21393.75
2764,207,2024-09-01,ABCD,NCJ,-59110.8
2765,207,2024-09-01,ABCD,QEK,-9450.0
2767,207,2024-09-01,ABCD,SHY,-29165.6
2768,207,2024-09-01,ABCD,TDS,-11869.5
2769,207,2024-09-01,ABCD,UFY,-37681.35
2770,207,2024-09-01,ABCD,VLT,-6108.3
2771,207,2024-09-01,EFGH,DCS,-14482.8
2772,207,2024-09-01,EFGH,PYW,-12998.0
2773,207,2024-09-01,EFGH,WXG,-8798.4
2774,207,2024-09-01,EFGH,XSX,-23321.4
2776,207,2024-09-01,IJKL,AFP,-161287.5
2777,207,2024-09-01,IJKL,EFW,-63381.2
2778,207,2024-09-01,MNOP,EQI,-10523.25
2779,207,2024-09-01,MNOP,FLV,-70064.1
2780,207,2024-09-01,MNOP,GQH,-22290.3
2781,207,2024-09-01,MNOP,ILJ,-4414.25
2782,207,2024-09-01,MNOP,JHS,-21753.9
2783,207,2024-09-01,MNOP,MOH,-57077.5
2784,207,2024-09-01,MNOP,SCU,-145623.8
2786,207,2024-09-01,MNOP,WBD,-22321.4
2787,207,2024-09-01,MNOP,YJB,-6857.8
2788,207,2024-09-01,MNOP,YWV,-74881.2
2789,207,2024-09-01,MNOP,YZL,-27159.0
2790,207,2024-10-01,ABCD,GRH,-63755.3
2791,207,2024-10-01,ABCD,KMS,-71076.2
2792,207,2024-10-01,ABCD,KQI,-31710.4
2793,207,2024-10-01,ABCD,MYF,-19156.35
2794,207,2024-10-01,ABCD,NCJ,-69270.4
2795,207,2024-10-01,ABCD,QEK,-14134.2
2797,207,2024-10-01,ABCD,SHY,-26335.6
2798,207,2024-10-01,ABCD,TDS,-12680.0
2799,207,2024-10-01,ABCD,UFY,-54157.6
2800,207,2024-10-01,ABCD,VLT,-6833.4
2801,207,2024-10-01,EFGH,DCS,-16729.8
2802,207,2024-10-01,EFGH,PYW,-19476.0
2803,207,2024-10-01,EFGH,WXG,-13957.6
2804,207,2024-10-01,EFGH,XSX,-25118.0
2806,207,2024-10-01,IJKL,AFP,-224117.0
2807,207,2024-10-01,IJKL,EFW,-64298.4
2808,207,2024-10-01,MNOP,EQI,-13775.55
2809,207,2024-10-01,MNOP,FLV,-70071.3
2810,207,2024-10-01,MNOP,GQH,-18536.85
2811,207,2024-10-01,MNOP,ILJ,-5016.95
2812,207,2024-10-01,MNOP,JHS,-25769.4
2813,207,2024-10-01,MNOP,MOH,-76230.0
2814,207,2024-10-01,MNOP,SCU,-169912.75
2816,207,2024-10-01,MNOP,WBD,-30272.6
2817,207,2024-10-01,MNOP,YJB,-8832.8
2818,207,2024-10-01,MNOP,YWV,-103194.3
2819,207,2024-10-01,MNOP,YZL,-27903.25
2820,207,2024-11-01,ABCD,GRH,-36610.0
2821,207,2024-11-01,ABCD,KMS,-52752.8
2822,207,2024-11-01,ABCD,KQI,-29015.6
2823,207,2024-11-01,ABCD,MYF,-18289.05
2824,207,2024-11-01,ABCD,NCJ,-63730.8
2825,207,2024-11-01,ABCD,QEK,-9004.5
2827,207,2024-11-01,ABCD,SHY,-25176.0
2828,207,2024-11-01,ABCD,TDS,-11057.7
2829,207,2024-11-01,ABCD,UFY,-37769.2
2830,207,2024-11-01,ABCD,VLT,-6101.85
2831,207,2024-11-01,EFGH,DCS,-19022.1
2832,207,2024-11-01,EFGH,PYW,-11969.0
2833,207,2024-11-01,EFGH,WXG,-8698.4
2834,207,2024-11-01,EFGH,XSX,-16999.8
2836,207,2024-11-01,IJKL,AFP,-178583.0
2837,207,2024-11-01,IJKL,EFW,-48280.8
2838,207,2024-11-01,MNOP,EQI,-7999.8
2839,207,2024-11-01,MNOP,FLV,-63472.5
2840,207,2024-11-01,MNOP,GQH,-16140.15
2841,207,2024-11-01,MNOP,ILJ,-3265.8
2842,207,2024-11-01,MNOP,JHS,-18813.0
2843,207,2024-11-01,MNOP,MOH,-66058.0
2844,207,2024-11-01,MNOP,SCU,-136450.65
2846,207,2024-11-01,MNOP,WBD,-19717.0
2847,207,2024-11-01,MNOP,YJB,-7109.0
2848,207,2024-11-01,MNOP,YWV,-79408.8
2849,207,2024-11-01,MNOP,YZL,-24744.75
2850,207,2024-12-01,ABCD,GRH,-30578.1
2851,207,2024-12-01,ABCD,KMS,-55844.35
2852,207,2024-12-01,ABCD,KQI,-22389.4
2853,207,2024-12-01,ABCD,MYF,-16093.5
2854,207,2024-12-01,ABCD,NCJ,-54280.8
2855,207,2024-12-01,ABCD,QEK,-8886.3
2857,207,2024-12-01,ABCD,SHY,-20875.6
2858,207,2024-12-01,ABCD,TDS,-10787.1
2859,207,2024-12-01,ABCD,UFY,-35367.5
2860,207,2024-12-01,ABCD,VLT,-5819.1
2861,207,2024-12-01,EFGH,DCS,-13865.1
2862,207,2024-12-01,EFGH,PYW,-13222.5
2863,207,2024-12-01,EFGH,WXG,-9987.4
2864,207,2024-12-01,EFGH,XSX,-17695.4
2866,207,2024-12-01,IJKL,AFP,-156831.0
2867,207,2024-12-01,IJKL,EFW,-44672.4
2868,207,2024-12-01,MNOP,EQI,-8561.85
2869,207,2024-12-01,MNOP,FLV,-76214.7
2870,207,2024-12-01,MNOP,GQH,-17257.95
2871,207,2024-12-01,MNOP,ILJ,-2964.25
2872,207,2024-12-01,MNOP,JHS,-19340.55
2873,207,2024-12-01,MNOP,MOH,-45919.5
2874,207,2024-12-01,MNOP,SCU,-146545.35
2876,207,2024-12-01,MNOP,WBD,-20138.6
2877,207,2024-12-01,MNOP,YJB,-4237.8
2878,207,2024-12-01,MNOP,YWV,-63190.8
2879,207,2024-12-01,MNOP,YZL,-26662.0
2881,837,2020-01-01,ABCD,SHY,-2171.6
2883,837,2020-01-01,IJKL,AFP,-24517.0
2884,837,2020-01-01,IJKL,EFW,-7784.4
2887,837,2020-01-01,MNOP,SCU,-17093.65
2888,837,2020-01-01,MNOP,WBD,-2370.2
2889,837,2020-01-01,MNOP,YZL,-1894.0
2891,837,2020-02-01,ABCD,SHY,-3470.4
2893,837,2020-02-01,IJKL,AFP,-24180.0
2894,837,2020-02-01,IJKL,EFW,-6825.6
2897,837,2020-02-01,MNOP,SCU,-22040.2
2898,837,2020-02-01,MNOP,WBD,-2997.2
2899,837,2020-02-01,MNOP,YZL,-2853.0
2901,837,2020-03-01,ABCD,SHY,-3356.8
2902,837,2020-03-01,ABCD,VLT,-208.8
2903,837,2020-03-01,IJKL,AFP,-28788.0
2904,837,2020-03-01,IJKL,EFW,-11982.4
2906,837,2020-03-01,MNOP,ILJ,-128.5
2907,837,2020-03-01,MNOP,SCU,-32671.1
2908,837,2020-03-01,MNOP,WBD,-3511.2
2909,837,2020-03-01,MNOP,YZL,-4443.5
2911,837,2020-04-01,ABCD,SHY,-1622.8
2913,837,2020-04-01,IJKL,AFP,-16539.5
2914,837,2020-04-01,IJKL,EFW,-5994.4
2917,837,2020-04-01,MNOP,SCU,-15303.05
2918,837,2020-04-01,MNOP,WBD,-2651.0
2919,837,2020-04-01,MNOP,YZL,-2343.75
2921,837,2020-05-01,ABCD,SHY,-2057.2
2923,837,2020-05-01,IJKL,AFP,-20154.0
2924,837,2020-05-01,IJKL,EFW,-5974.8
2927,837,2020-05-01,MNOP,SCU,-15298.85
2928,837,2020-05-01,MNOP,WBD,-2497.2
2929,837,2020-05-01,MNOP,YZL,-1608.25
2931,837,2020-06-01,ABCD,SHY,-2744.0
2933,837,2020-06-01,IJKL,AFP,-27697.5
2934,837,2020-06-01,IJKL,EFW,-8268.8
2936,837,2020-06-01,MNOP,ILJ,-101.75
2937,837,2020-06-01,MNOP,SCU,-19026.7
2938,837,2020-06-01,MNOP,WBD,-2850.6
2939,837,2020-06-01,MNOP,YZL,-2294.5
2941,837,2020-07-01,ABCD,SHY,-3098.8
2943,837,2020-07-01,IJKL,AFP,-22793.0
2944,837,2020-07-01,IJKL,EFW,-6328.4
2946,837,2020-07-01,MNOP,ILJ,-24.3
2947,837,2020-07-01,MNOP,SCU,-24384.5
2948,837,2020-07-01,MNOP,WBD,-2114.8
2949,837,2020-07-01,MNOP,YZL,-1610.75
2951,837,2020-08-01,ABCD,SHY,-1881.2
2953,837,2020-08-01,IJKL,AFP,-19662.5
2954,837,2020-08-01,IJKL,EFW,-6158.4
2956,837,2020-08-01,MNOP,ILJ,-8.6
2957,837,2020-08-01,MNOP,SCU,-17301.55
2958,837,2020-08-01,MNOP,WBD,-2466.4
2959,837,2020-08-01,MNOP,YZL,-1976.25
2961,837,2020-09-01,ABCD,SHY,-3776.4
2963,837,2020-09-01,IJKL,AFP,-23754.0
2964,837,2020-09-01,IJKL,EFW,-8333.6
2966,837,2020-09-01,MNOP,ILJ,-70.15
2967,837,2020-09-01,MNOP,SCU,-18585.7
2968,837,2020-09-01,MNOP,WBD,-4028.6
2969,837,2020-09-01,MNOP,YZL,-2706.75
2971,837,2020-10-01,ABCD,SHY,-2570.8
2973,837,2020-10-01,IJKL,AFP,-23748.5
2974,837,2020-10-01,IJKL,EFW,-9312.0
2976,837,2020-10-01,MNOP,ILJ,-23.65
2977,837,2020-10-01,MNOP,SCU,-25186.7
2978,837,2020-10-01,MNOP,WBD,-3454.2
2979,837,2020-10-01,MNOP,YZL,-3636.75
2981,837,2020-11-01,ABCD,SHY,-2518.4
2983,837,2020-11-01,IJKL,AFP,-17761.5
2984,837,2020-11-01,IJKL,EFW,-7976.8
2987,837,2020-11-01,MNOP,SCU,-18036.9
2988,837,2020-11-01,MNOP,WBD,-2547.8
2989,837,2020-11-01,MNOP,YZL,-2749.75
2991,837,2020-12-01,ABCD,SHY,-1928.0
2993,837,2020-12-01,IJKL,AFP,-23139.5
2994,837,2020-12-01,IJKL,EFW,-7257.6
2996,837,2020-12-01,MNOP,ILJ,-27.45
2997,837,2020-12-01,MNOP,SCU,-20319.25
2998,837,2020-12-01,MNOP,WBD,-2311.6
2999,837,2020-12-01,MNOP,YZL,-2172.25
3001,837,2021-01-01,ABCD,SHY,-1912.4
3003,837,2021-01-01,IJKL,AFP,-15373.0
3004,837,2021-01-01,IJKL,EFW,-6416.8
3007,837,2021-01-01,MNOP,SCU,-21073.5
3008,837,2021-01-01,MNOP,WBD,-2754.4
3009,837,2021-01-01,MNOP,YZL,-2735.5
3011,837,2021-02-01,ABCD,SHY,-2020.0
3013,837,2021-02-01,IJKL,AFP,-22603.0
3014,837,2021-02-01,IJKL,EFW,-9071.2
3016,837,2021-02-01,MNOP,ILJ,-34.4
3017,837,2021-02-01,MNOP,SCU,-19196.45
3018,837,2021-02-01,MNOP,WBD,-2606.6
3019,837,2021-02-01,MNOP,YZL,-3616.75
3021,837,2021-03-01,ABCD,SHY,-4326.8
3022,837,2021-03-01,ABCD,VLT,-25.5
3023,837,2021-03-01,IJKL,AFP,-35050.0
3024,837,2021-03-01,IJKL,EFW,-10867.2
3025,837,2021-03-01,MNOP,EQI,-258.3
3026,837,2021-03-01,MNOP,ILJ,-232.45
3027,837,2021-03-01,MNOP,SCU,-30021.95
3028,837,2021-03-01,MNOP,WBD,-4237.0
3029,837,2021-03-01,MNOP,YZL,-4207.25
3031,837,2021-04-01,ABCD,SHY,-1896.8
3033,837,2021-04-01,IJKL,AFP,-22064.5
3034,837,2021-04-01,IJKL,EFW,-8194.8
3036,837,2021-04-01,MNOP,ILJ,-58.5
3037,837,2021-04-01,MNOP,SCU,-18276.65
3038,837,2021-04-01,MNOP,WBD,-2483.4
3039,837,2021-04-01,MNOP,YZL,-1656.5
3041,837,2021-05-01,ABCD,SHY,-1954.0
3043,837,2021-05-01,IJKL,AFP,-17002.5
3044,837,2021-05-01,IJKL,EFW,-8196.8
3047,837,2021-05-01,MNOP,SCU,-17992.45
3048,837,2021-05-01,MNOP,WBD,-2390.0
3049,837,2021-05-01,MNOP,YZL,-2029.0
3051,837,2021-06-01,ABCD,SHY,-3095.2
3053,837,2021-06-01,IJKL,AFP,-25968.5
3054,837,2021-06-01,IJKL,EFW,-9110.0
3056,837,2021-06-01,MNOP,ILJ,-176.5
3057,837,2021-06-01,MNOP,SCU,-26189.1
3058,837,2021-06-01,MNOP,WBD,-2528.0
3059,837,2021-06-01,MNOP,YZL,-2261.75
3061,837,2021-07-01,ABCD,SHY,-2016.4
3063,837,2021-07-01,IJKL,AFP,-23131.5
3064,837,2021-07-01,IJKL,EFW,-8924.4
3066,837,2021-07-01,MNOP,ILJ,-38.6
3067,837,2021-07-01,MNOP,SCU,-25590.25
3068,837,2021-07-01,MNOP,WBD,-2565.2
3069,837,2021-07-01,MNOP,YZL,-2514.0
3071,837,2021-08-01,ABCD,SHY,-3490.0
3073,837,2021-08-01,IJKL,AFP,-21875.5
3074,837,2021-08-01,IJKL,EFW,-7407.6
3077,837,2021-08-01,MNOP,SCU,-25601.1
3078,837,2021-08-01,MNOP,WBD,-3308.0
3079,837,2021-08-01,MNOP,YZL,-2675.75
3081,837,2021-09-01,ABCD,SHY,-2892.0
3083,837,2021-09-01,IJKL,AFP,-27679.0
3084,837,2021-09-01,IJKL,EFW,-8693.2
3085,837,2021-09-01,MNOP,EQI,-17.4
3086,837,2021-09-01,MNOP,ILJ,-247.5
3087,837,2021-09-01,MNOP,SCU,-28037.8
3088,837,2021-09-01,MNOP,WBD,-3356.4
3089,837,2021-09-01,MNOP,YZL,-3295.25
3091,837,2021-10-01,ABCD,SHY,-3657.2
3093,837,2021-10-01,IJKL,AFP,-27366.5
3094,837,2021-10-01,IJKL,EFW,-11665.6
3096,837,2021-10-01,MNOP,ILJ,-136.55
3097,837,2021-10-01,MNOP,SCU,-25879.0
3098,837,2021-10-01,MNOP,WBD,-3382.2
3099,837,2021-10-01,MNOP,YZL,-4422.75
3101,837,2021-11-01,ABCD,SHY,-3011.6
3103,837,2021-11-01,IJKL,AFP,-23384.0
3104,837,2021-11-01,IJKL,EFW,-8894.0
3106,837,2021-11-01,MNOP,ILJ,-21.65
3107,837,2021-11-01,MNOP,SCU,-21002.1
3108,837,2021-11-01,MNOP,WBD,-3531.4
3109,837,2021-11-01,MNOP,YZL,-3460.25
3111,837,2021-12-01,ABCD,SHY,-2541.2
3113,837,2021-12-01,IJKL,AFP,-25099.5
3114,837,2021-12-01,IJKL,EFW,-9568.4
3116,837,2021-12-01,MNOP,ILJ,-94.0
3117,837,2021-12-01,MNOP,SCU,-24887.45
3118,837,2021-12-01,MNOP,WBD,-2599.0
3119,837,2021-12-01,MNOP,YZL,-3010.25
3121,837,2022-01-01,ABCD,SHY,-2214.0
3123,837,2022-01-01,IJKL,AFP,-27339.0
3124,837,2022-01-01,IJKL,EFW,-7967.6
3126,837,2022-01-01,MNOP,ILJ,-32.05
3127,837,2022-01-01,MNOP,SCU,-17892.7
3128,837,2022-01-01,MNOP,WBD,-3135.2
3129,837,2022-01-01,MNOP,YZL,-2886.25
3131,837,2022-02-01,ABCD,SHY,-2752.0
3133,837,2022-02-01,IJKL,AFP,-23688.0
3134,837,2022-02-01,IJKL,EFW,-9198.4
3136,837,2022-02-01,MNOP,ILJ,-11.6
3137,837,2022-02-01,MNOP,SCU,-24449.6
3138,837,2022-02-01,MNOP,WBD,-2978.2
3139,837,2022-02-01,MNOP,YZL,-3106.5
3141,837,2022-03-01,ABCD,SHY,-4947.6
3142,837,2022-03-01,ABCD,VLT,-555.15
3143,837,2022-03-01,IJKL,AFP,-40343.0
3144,837,2022-03-01,IJKL,EFW,-13027.2
3146,837,2022-03-01,MNOP,ILJ,-304.15
3147,837,2022-03-01,MNOP,SCU,-40640.6
3148,837,2022-03-01,MNOP,WBD,-4698.4
3149,837,2022-03-01,MNOP,YZL,-4458.75
3151,837,2022-04-01,ABCD,SHY,-3156.0
3153,837,2022-04-01,IJKL,AFP,-25904.5
3154,837,2022-04-01,IJKL,EFW,-8347.6
3156,837,2022-04-01,MNOP,ILJ,-1.0
3157,837,2022-04-01,MNOP,SCU,-19237.75
3158,837,2022-04-01,MNOP,WBD,-2536.2
3159,837,2022-04-01,MNOP,YZL,-2552.25
3161,837,2022-05-01,ABCD,SHY,-3102.0
3163,837,2022-05-01,IJKL,AFP,-23433.0
3164,837,2022-05-01,IJKL,EFW,-11884.8
3167,837,2022-05-01,MNOP,SCU,-22881.6
3168,837,2022-05-01,MNOP,WBD,-2834.6
3169,837,2022-05-01,MNOP,YZL,-3051.25
3171,837,2022-06-01,ABCD,SHY,-3238.8
3173,837,2022-06-01,IJKL,AFP,-26199.0
3174,837,2022-06-01,IJKL,EFW,-8688.8
3176,837,2022-06-01,MNOP,ILJ,-208.65
3177,837,2022-06-01,MNOP,SCU,-22117.9
3178,837,2022-06-01,MNOP,WBD,-3070.2
3179,837,2022-06-01,MNOP,YZL,-3457.5
3181,837,2022-07-01,ABCD,SHY,-3408.4
3183,837,2022-07-01,IJKL,AFP,-21164.5
3184,837,2022-07-01,IJKL,EFW,-10810.4
3186,837,2022-07-01,MNOP,ILJ,-43.8
3187,837,2022-07-01,MNOP,SCU,-23975.0
3188,837,2022-07-01,MNOP,WBD,-2857.4
3189,837,2022-07-01,MNOP,YZL,-3077.5
3191,837,2022-08-01,ABCD,SHY,-3293.6
3193,837,2022-08-01,IJKL,AFP,-23788.5
3194,837,2022-08-01,IJKL,EFW,-9389.6
3195,837,2022-08-01,MNOP,EQI,-92.7
3196,837,2022-08-01,MNOP,ILJ,-285.55
3197,837,2022-08-01,MNOP,SCU,-23293.2
3198,837,2022-08-01,MNOP,WBD,-2930.2
3199,837,2022-08-01,MNOP,YZL,-3349.5
3201,837,2022-09-01,ABCD,SHY,-4109.6
3202,837,2022-09-01,ABCD,VLT,-199.65
3203,837,2022-09-01,IJKL,AFP,-30168.0
3204,837,2022-09-01,IJKL,EFW,-10590.4
3205,837,2022-09-01,MNOP,EQI,-6.6
3206,837,2022-09-01,MNOP,ILJ,-216.25
3207,837,2022-09-01,MNOP,SCU,-25006.45
3208,837,2022-09-01,MNOP,WBD,-3415.6
3209,837,2022-09-01,MNOP,YZL,-4024.25
3211,837,2022-10-01,ABCD,SHY,-4043.2
3213,837,2022-10-01,IJKL,AFP,-29306.5
3214,837,2022-10-01,IJKL,EFW,-10766.8
3216,837,2022-10-01,MNOP,ILJ,-248.55
3217,837,2022-10-01,MNOP,SCU,-32035.15
3218,837,2022-10-01,MNOP,WBD,-4737.8
3219,837,2022-10-01,MNOP,YZL,-4033.0
3221,837,2022-11-01,ABCD,SHY,-3151.2
3223,837,2022-11-01,IJKL,AFP,-28735.5
3224,837,2022-11-01,IJKL,EFW,-9739.2
3226,837,2022-11-01,MNOP,ILJ,-52.35
3227,837,2022-11-01,MNOP,SCU,-22439.9
3228,837,2022-11-01,MNOP,WBD,-4533.8
3229,837,2022-11-01,MNOP,YZL,-3838.75
3231,837,2022-12-01,ABCD,SHY,-3430.4
3233,837,2022-12-01,IJKL,AFP,-25609.5
3234,837,2022-12-01,IJKL,EFW,-8930.8
3236,837,2022-12-01,MNOP,ILJ,-175.2
3237,837,2022-12-01,MNOP,SCU,-21192.5
3238,837,2022-12-01,MNOP,WBD,-2913.8
3239,837,2022-12-01,MNOP,YZL,-2411.0
3241,837,2023-01-01,ABCD,SHY,-3218.8
3243,837,2023-01-01,IJKL,AFP,-27059.0
3244,837,2023-01-01,IJKL,EFW,-10578.0
3246,837,2023-01-01,MNOP,ILJ,-51.85
3247,837,2023-01-01,MNOP,SCU,-26145.35
3248,837,2023-01-01,MNOP,WBD,-4290.6
3249,837,2023-01-01,MNOP,YZL,-2773.75
3251,837,2023-02-01,ABCD,SHY,-3575.2
3253,837,2023-02-01,IJKL,AFP,-32572.0
3254,837,2023-02-01,IJKL,EFW,-13442.4
3256,837,2023-02-01,MNOP,ILJ,-68.6
3257,837,2023-02-01,MNOP,SCU,-30050.3
3258,837,2023-02-01,MNOP,WBD,-3660.6
3259,837,2023-02-01,MNOP,YZL,-4472.25
3261,837,2023-03-01,ABCD,SHY,-5161.6
3262,837,2023-03-01,ABCD,VLT,-457.2
3263,837,2023-03-01,IJKL,AFP,-38006.0
3264,837,2023-03-01,IJKL,EFW,-15925.6
3265,837,2023-03-01,MNOP,EQI,-832.05
3266,837,2023-03-01,MNOP,ILJ,-393.8
3267,837,2023-03-01,MNOP,SCU,-35921.55
3268,837,2023-03-01,MNOP,WBD,-5161.2
3269,837,2023-03-01,MNOP,YZL,-4429.75
3271,837,2023-04-01,ABCD,SHY,-2155.6
3273,837,2023-04-01,IJKL,AFP,-23332.0
3274,837,2023-04-01,IJKL,EFW,-7714.4
3276,837,2023-04-01,MNOP,ILJ,-131.85
3277,837,2023-04-01,MNOP,SCU,-21014.0
3278,837,2023-04-01,MNOP,WBD,-2986.2
3279,837,2023-04-01,MNOP,YZL,-2740.25
3281,837,2023-05-01,ABCD,SHY,-2986.0
3283,837,2023-05-01,IJKL,AFP,-24871.5
3284,837,2023-05-01,IJKL,EFW,-8838.8
3286,837,2023-05-01,MNOP,ILJ,-110.4
3287,837,2023-05-01,MNOP,SCU,-33922.7
3288,837,2023-05-01,MNOP,WBD,-3891.0
3289,837,2023-05-01,MNOP,YZL,-2974.5
3291,837,2023-06-01,ABCD,SHY,-3956.4
3292,837,2023-06-01,ABCD,VLT,-62.85
3293,837,2023-06-01,IJKL,AFP,-32822.5
3294,837,2023-06-01,IJKL,EFW,-11623.2
3296,837,2023-06-01,MNOP,ILJ,-96.15
3297,837,2023-06-01,MNOP,SCU,-24540.95
3298,837,2023-06-01,MNOP,WBD,-4057.6
3299,837,2023-06-01,MNOP,YZL,-4262.75
3301,837,2023-07-01,ABCD,SHY,-2719.2
3303,837,2023-07-01,IJKL,AFP,-22353.5
3304,837,2023-07-01,IJKL,EFW,-8738.8
3306,837,2023-07-01,MNOP,ILJ,-19.6
3307,837,2023-07-01,MNOP,SCU,-18929.05
3308,837,2023-07-01,MNOP,WBD,-3145.2
3309,837,2023-07-01,MNOP,YZL,-2754.0
3311,837,2023-08-01,ABCD,SHY,-2908.4
3313,837,2023-08-01,IJKL,AFP,-23037.5
3314,837,2023-08-01,IJKL,EFW,-10362.8
3316,837,2023-08-01,MNOP,ILJ,-404.75
3317,837,2023-08-01,MNOP,SCU,-30911.65
3318,837,2023-08-01,MNOP,WBD,-3777.2
3319,837,2023-08-01,MNOP,YZL,-4413.5
3321,837,2023-09-01,ABCD,SHY,-3717.6
3323,837,2023-09-01,IJKL,AFP,-46075.5
3324,837,2023-09-01,IJKL,EFW,-12034.0
3325,837,2023-09-01,MNOP,EQI,-399.0
3326,837,2023-09-01,MNOP,ILJ,-360.2
3327,837,2023-09-01,MNOP,SCU,-32474.05
3328,837,2023-09-01,MNOP,WBD,-4177.0
3329,837,2023-09-01,MNOP,YZL,-5523.5
3331,837,2023-10-01,ABCD,SHY,-5648.8
3332,837,2023-10-01,ABCD,VLT,-393.75
3333,837,2023-10-01,IJKL,AFP,-35053.5
3334,837,2023-10-01,IJKL,EFW,-12406.8
3335,837,2023-10-01,MNOP,EQI,-977.25
3336,837,2023-10-01,MNOP,ILJ,-575.25
3337,837,2023-10-01,MNOP,SCU,-29183.0
3338,837,2023-10-01,MNOP,WBD,-4438.4
3339,837,2023-10-01,MNOP,YZL,-5577.0
3341,837,2023-11-01,ABCD,SHY,-4014.0
3343,837,2023-11-01,IJKL,AFP,-31414.0
3344,837,2023-11-01,IJKL,EFW,-10671.6
3345,837,2023-11-01,MNOP,EQI,-173.55
3346,837,2023-11-01,MNOP,ILJ,-156.45
3347,837,2023-11-01,MNOP,SCU,-30509.15
3348,837,2023-11-01,MNOP,WBD,-3568.4
3349,837,2023-11-01,MNOP,YZL,-3412.25
3351,837,2023-12-01,ABCD,SHY,-3141.6
3353,837,2023-12-01,IJKL,AFP,-23051.0
3354,837,2023-12-01,IJKL,EFW,-10733.6
3357,837,2023-12-01,MNOP,SCU,-26753.3
3358,837,2023-12-01,MNOP,WBD,-3227.2
3359,837,2023-12-01,MNOP,YZL,-3840.5
3361,837,2024-01-01,ABCD,SHY,-3744.4
3363,837,2024-01-01,IJKL,AFP,-31543.5
3364,837,2024-01-01,IJKL,EFW,-12021.6
3365,837,2024-01-01,MNOP,EQI,-28.65
3366,837,2024-01-01,MNOP,ILJ,-188.95
3367,837,2024-01-01,MNOP,SCU,-34113.1
3368,837,2024-01-01,MNOP,WBD,-4233.2
3369,837,2024-01-01,MNOP,YZL,-4528.25
3371,837,2024-02-01,ABCD,SHY,-4300.0
3372,837,2024-02-01,ABCD,VLT,-61.8
3373,837,2024-02-01,IJKL,AFP,-34977.5
3374,837,2024-02-01,IJKL,EFW,-12645.6
3375,837,2024-02-01,MNOP,EQI,-493.2
3376,837,2024-02-01,MNOP,ILJ,-311.35
3377,837,2024-02-01,MNOP,SCU,-32400.2
3378,837,2024-02-01,MNOP,WBD,-4336.2
3379,837,2024-02-01,MNOP,YZL,-5035.25
3381,837,2024-03-01,ABCD,SHY,-6342.4
3382,837,2024-03-01,ABCD,VLT,-237.3
3383,837,2024-03-01,IJKL,AFP,-36582.5
3384,837,2024-03-01,IJKL,EFW,-15941.2
3385,837,2024-03-01,MNOP,EQI,-621.75
3386,837,2024-03-01,MNOP,ILJ,-371.65
3387,837,2024-03-01,MNOP,SCU,-30588.95
3388,837,2024-03-01,MNOP,WBD,-5008.2
3389,837,2024-03-01,MNOP,YZL,-5294.5
3391,837,2024-04-01,ABCD,SHY,-3761.2
3392,837,2024-04-01,ABCD,VLT,-144.9
3393,837,2024-04-01,IJKL,AFP,-33874.5
3394,837,2024-04-01,IJKL,EFW,-11384.4
3395,837,2024-04-01,MNOP,EQI,-694.2
3396,837,2024-04-01,MNOP,ILJ,-181.7
3397,837,2024-04-01,MNOP,SCU,-24654.35
3398,837,2024-04-01,MNOP,WBD,-4572.4
3399,837,2024-04-01,MNOP,YZL,-3400.25
3401,837,2024-05-01,ABCD,SHY,-3949.6
3403,837,2024-05-01,IJKL,AFP,-29759.0
3404,837,2024-05-01,IJKL,EFW,-10805.6
3406,837,2024-05-01,MNOP,ILJ,-263.75
3407,837,2024-05-01,MNOP,SCU,-30444.4
3408,837,2024-05-01,MNOP,WBD,-4490.6
3409,837,2024-05-01,MNOP,YZL,-4039.25
3411,837,2024-06-01,ABCD,SHY,-4938.4
3413,837,2024-06-01,IJKL,AFP,-36052.5
3414,837,2024-06-01,IJKL,EFW,-10724.8
3416,837,2024-06-01,MNOP,ILJ,-54.75
3417,837,2024-06-01,MNOP,SCU,-28565.25
3418,837,2024-06-01,MNOP,WBD,-3001.6
3419,837,2024-06-01,MNOP,YZL,-3018.5
